,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積,單價
29,238,-0.6384170284026762,5,5,7,2,4,2,28.666666666666668,-0.6872163659565695,-0.8193256863726953,0.0,291938,2763890,-0.710764597019008,-0.9356549292609142,-0.1523425115392358,1.5827629947466348
30,407,-0.1534918479704614,5,5,12,2,4,0,29.0,0.0096985045106746,-0.1380674896675508,1.0,210676,2674260,0.2694537756555923,-0.0108220273183897,0.1273614456091611,1.2314224367040598
31,114,0.6191150695769644,5,4,4,2,4,1,42.16666666666666,-0.5889703289822094,-0.8193256863726953,0.0,309418,2773288,-0.1039627472680649,0.2468343715622765,-0.4384519028208025,2.2151759992232694
32,801,-0.2433052691567222,5,3,12,4,4,0,35.25,0.4446239430462925,-0.8193256863726953,0.0,177304,2502806,0.8358021687564725,0.6358784705344085,-0.4384519028208025,0.9878263164612082
33,106,-1.0099758968906596,5,10,12,2,4,0,32.166666666666664,-0.406841710731495,-0.8193256863726953,0.0,304609,2768686,-0.0635092906180019,-0.5722058368001067,-0.4384519028208025,3.8313425662191127
34,320,1.176621607242925,5,4,14,11,4,0,6.666666666666667,0.9398758955135345,2.183771670531615,2.0,270742,2766664,0.5495161678483351,-0.1370907261075905,2.4418583123943702,1.5359175870076247
35,114,-0.3257163532476212,5,3,5,2,4,1,40.833333333333336,-0.9313951128226692,-0.8193256863726953,0.0,310486,2775727,-0.6148644445408871,-0.0312980325274495,-0.4384519028208025,2.379134926309804
36,744,0.53038315868061,5,6,7,11,4,2,4.916666666666667,-0.7647790267258012,-0.1535155213388694,1.0,177456,2553464,-0.7311327709966622,-1.0602172942826933,-0.4384519028208025,1.4656494753991098
37,248,-0.4372801480420079,5,8,14,11,4,0,3.25,-0.6062064758198165,0.6652301572410093,1.0,293208,2773561,-0.9062424889434376,-0.765021552518751,0.3366056272926947,1.9809489605282196
38,320,0.1114781730567064,5,7,8,2,4,2,27.416666666666668,0.1975725050405916,0.2342300736112242,1.0,275598,2761637,0.7302837119000146,0.1939380247722059,-0.0882881702075419,0.9737726941395052
39,105,0.1021291174395121,5,5,5,2,4,1,41.91666666666666,-0.8664722930676826,-0.8193256863726953,0.0,306100,2771335,-0.5249050094729149,0.0625503246807403,-0.4384519028208025,3.362888488829013
40,338,0.1673321711398935,5,5,15,2,4,0,25.83333333333333,0.2780078569494243,0.7007606300850419,1.0,280453,2771124,0.7724345163815489,-1.6420771089734696,-0.4384519028208025,1.2314224367040598
41,244,-0.5059440346700912,5,8,15,11,4,0,9.333333333333334,0.0694504802143789,-0.2060388290213521,1.0,287773,2774928,-0.2654936825630711,-0.0057030260161249,0.6782287810617295,1.7232992179636646
42,406,-0.4383616583319148,5,6,12,11,4,0,2.1666666666666665,-0.6590639927884783,0.29756700346363,1.0,220153,2675479,-0.8986044237018174,-1.0226779513994173,0.1401723138754998,1.8638354411806943
43,351,0.1407991186941801,5,9,13,11,4,0,4.916666666666667,-0.3396207380648277,-0.8193256863726953,0.0,239770,2732820,-0.598739640141911,-0.5278411588471442,-0.4384519028208025,1.058094428069723
44,248,0.3252567070282854,5,7,8,2,4,2,28.916666666666668,0.0269346513482815,0.445868107508287,1.0,293944,2775729,0.4445634936023679,0.5454427808610621,-0.2313428658483255,1.395381363790595
45,420,-0.7814407558523522,5,9,14,2,4,0,18.08333333333333,-0.0753331532215196,0.5555491323746484,1.0,221760,2683277,-0.1984484432199601,-0.0347107000622927,-0.4384519028208025,1.09088621348703
46,402,0.2564966861522104,5,18,24,11,4,0,4.75,1.0461654676787775,1.255344967085375,2.0,216037,2668146,0.7727174076867939,0.3782220716537421,-0.4384519028208025,1.6530311063551495
47,242,-0.4344682212882501,5,4,5,2,4,1,41.5,-0.8480870697742351,-0.8193256863726953,0.0,296202,2771588,-0.4892607050120205,0.0301299830997294,-0.4384519028208025,1.6296084024856448
48,302,0.1562526990588483,5,6,14,2,4,0,6.833333333333333,0.3199491475876014,0.6575061414053504,1.0,251503,2747345,-0.0833116819851656,0.280961046910709,0.7422831223934235,2.285444110831784
49,116,1.463630404622194,5,4,5,2,4,1,30.416666666666668,1.1432624281972976,-0.8193256863726953,0.0,307636,2766088,1.1942254525021343,0.907185539554448,0.1423074585865564,2.0418479905889324
50,320,-0.5472817613065292,5,8,8,2,4,2,26.416666666666668,-0.4510811542813532,-0.8193256863726953,0.0,273910,2758845,-0.1642185952852913,-0.0312980325274495,-0.4384519028208025,0.9503499902700004
51,242,0.4196124714321548,5,2,28,8,5,0,9.666666666666666,2.073439819200157,2.183771670531615,2.0,295958,2772467,1.9535057157802371,-1.6420771089734696,2.1877760917786517,2.2151759992232694
52,407,-0.5939789722685055,5,4,7,2,4,2,29.08333333333333,-0.0351154772671035,-0.8193256863726953,1.0,210950,2675067,-0.1710079866111763,0.8457575239272692,-0.2847214836247367,1.114308917356535
53,241,-0.0487055176594907,0,2,5,2,4,1,41.75,-0.6159736256944605,-0.8193256863726953,0.0,299677,2775033,0.1656326666306058,-1.6420771089734696,-0.4384519028208025,1.9575262566587144
54,231,-0.8627943632153419,5,8,16,2,4,0,26.25,-0.5757559497400438,-0.8193256863726953,0.0,302120,2762408,-0.629291901108392,-0.3213747729891267,0.2981730224936782,1.7232992179636646
55,220,-0.3360267513447325,5,2,12,11,4,0,5.916666666666667,0.0872611652799064,0.3624487364831675,1.0,298201,2768820,-0.189678812757359,-0.1848680715953964,0.1786049186745163,3.034970634655944
56,710,-0.3000485090338329,5,5,15,2,4,0,27.25,-0.391903716805569,-0.3558847362331412,1.0,172745,2546549,-0.348097943694668,-0.0927260481546281,-0.4384519028208025,0.7161229515749503
57,800,-0.9891868657624509,5,11,29,11,4,0,3.9166666666666665,1.3018349791032822,-0.3342574918932954,1.0,179689,2503537,0.8550387775131459,1.0471049084830215,-0.4384519028208025,1.4375422307557038
58,241,-0.075022268047223,5,16,21,11,4,0,0.0833333333333333,0.0849630123682255,0.903129844979314,1.0,300193,2774539,-0.1562976387384258,-0.7155378732635237,0.5479849536872851,2.472825741787824
59,106,0.4009864608837601,5,6,7,2,4,2,38.91666666666666,0.396937270128913,-0.8193256863726953,0.0,304979,2769150,1.019115734555359,1.2057939488532337,-0.4384519028208025,4.393487459087233
60,231,0.0365174931851658,5,4,4,2,1,1,49.91666666666666,-0.996892470805576,-0.8193256863726953,0.0,305040,2763950,-0.8742757714507307,0.8901222018802316,-0.4384519028208025,2.1449078876147545
61,708,-0.6307983892493327,5,22,22,11,4,0,0.5,-0.0063885658710917,0.6961262205836465,1.0,165790,2543390,-0.3319731392956921,-0.394747124988257,0.4177411263128406,1.9106808489197045
62,407,-1.2203656986205305,5,7,28,11,4,0,1.3333333333333333,-0.3953509461730906,-0.8193256863726953,0.0,215546,2674066,-0.7150079665976861,-0.3401444444307647,-0.3018026413131887,2.425980334048814
63,241,-0.9143463537008998,5,17,24,2,5,0,24.58333333333333,0.4360058696274889,-0.8193256863726953,0.0,299053,2772146,0.7283034727632985,1.1938496124812823,0.1978212210740245,2.2151759992232694
64,205,0.7585818298509467,5,9,14,2,4,0,13.25,0.5422954417927323,0.5169290531963522,1.0,326184,2776112,0.5636607331105948,0.1717556857957248,-0.4384519028208025,1.0440408057480202
65,427,-0.415217338127909,5,5,12,11,4,0,28.25,-0.2499927745092708,-0.8193256863726953,1.0,219607,2676037,-0.5325430747145354,-0.2275264157809372,-0.0007472370542267,1.0440408057480202
66,710,-0.779445970206524,5,8,16,4,4,0,32.666666666666664,-0.132212437785623,-0.8193256863726953,0.0,171641,2545004,-0.0159835513368093,-1.6420771089734696,-0.4384519028208025,0.7863910631834654
67,411,-0.3396798527684178,5,14,15,11,4,0,3.8333333333333335,0.3779775086075454,0.631244487564109,1.0,221030,2672767,0.1384751013270672,0.0045349765884048,0.1764697739634595,1.27826784444307
68,244,1.071234437882006,5,6,9,2,4,2,15.25,-0.1144017527200955,-0.8193256863726953,0.0,286189,2774245,-0.1537516169912194,-0.4612941419177006,0.1465777480086693,1.676453810224655
69,337,1.741314179946266,5,3,12,2,4,0,9.0,2.038967525524943,1.9427823764590464,2.0,271434,2766763,1.7328504976889858,1.0436922409481786,0.7145262411496893,1.7092455956419617
70,110,0.0203429059605595,5,3,4,2,4,1,50.25,-0.8319999993924686,-0.8193256863726953,0.0,308422,2770252,-0.328861334937995,-0.7820848901929673,-0.4384519028208025,3.222352265611983
71,402,0.3656811583088022,5,4,4,2,4,1,28.75,-0.8716431371189649,-0.8193256863726953,0.0,215050,2669488,-0.4403205092046017,-0.8435129058201462,-0.4384519028208025,1.0674635096175251
72,108,-1.334356883176708,5,7,22,2,5,0,5.5,-0.9940197796659748,-0.8193256863726953,0.0,300657,2770667,-1.22166629429183,-1.2615646788384458,0.035550223033733,2.707052780482874
73,427,-0.4489123920490055,5,8,15,11,4,0,1.8333333333333333,-0.5625415704978787,0.4582265328453418,1.0,219937,2677471,-0.7517838362795612,-0.9339485954934924,-0.4384519028208025,1.7935673295721797
74,804,-0.4284598307887677,5,8,14,2,4,0,17.833333333333332,0.0481925657813305,-0.0623721344780902,1.0,176810,2506059,-0.2527635738270376,0.5181414405823159,-0.0818827360743726,1.4422267715296049
75,236,-0.2961550719901684,5,4,12,2,4,0,28.916666666666668,0.2389392574508483,-0.8193256863726953,0.0,295358,2764506,0.22956610161602,1.2433332917365094,-0.4384519028208025,2.051217072136734
76,302,0.4401130998163884,5,12,14,2,4,0,7.416666666666667,-0.0408608595463059,0.7254774807591514,1.0,250768,2746044,-0.4128800525958179,-0.2343517508506236,1.3358533520671207,2.1449078876147545
77,116,1.1839037765282974,5,9,12,5,4,0,26.416666666666668,1.9194635741175337,0.9942732318400926,2.0,306086,2765391,2.025642998617762,0.7757978394629823,8.482182699973112,1.9575262566587144
78,104,1.1621293693581736,0,2,4,2,4,1,49.333333333333336,-0.9400131862414728,-0.8193256863726953,0.0,305403,2775142,-0.3622425089569278,-1.6420771089734696,-0.4384519028208025,3.362888488829013
79,220,-0.0950902923154938,5,2,5,2,4,1,36.0,-0.5326655826460264,-0.8193256863726953,0.0,293380,2764364,0.0295619488076669,-0.0057030260161249,-0.4384519028208025,1.4422267715296049
80,231,-0.2551057480977057,5,13,15,2,4,0,12.25,0.8123284089152422,1.2182696910742103,1.0,304895,2763604,0.7520663424038949,0.4464754223506074,0.631255597418487,3.222352265611983
81,220,-0.361334092128552,5,3,4,2,1,1,46.833333333333336,-1.156614098167401,-0.8193256863726953,0.0,297440,2767536,-1.059286685081088,0.4396500872809207,-0.4384519028208025,2.1917532953537644
82,406,-0.0869669483601937,5,3,7,2,4,2,31.416666666666668,-0.0845257648682438,0.3114702319678166,1.0,218363,2674225,0.0821797315832732,-0.0125283610858113,0.4113356921796707,1.0206181018785152
83,709,1.1007236184534646,5,10,19,11,4,0,0.4166666666666667,1.9269325710804968,1.6508145778711276,2.0,165853,2547249,1.4536367794119782,1.5044023581520192,-0.4384519028208025,1.37195865992109
84,231,-0.8446009567829097,5,3,13,11,4,0,6.083333333333333,-0.5970138641730925,-0.8193256863726953,0.0,301724,2761757,-0.8004411407817348,-0.908353588982168,0.4946063359108733,2.332289518570794
85,100,0.9109546129178168,0,4,7,4,4,2,42.66666666666666,1.3753758722770724,-0.8193256863726953,0.0,301846,2768979,2.45676934781144,4.089498015795791,-0.4384519028208025,3.0818160423949537
86,104,1.576900582318433,5,7,7,2,4,2,37.75,5.134004959331245,-0.8193256863726953,0.0,304556,2771794,6.32474216442899,-0.4851828146616034,-0.4384519028208025,2.8007435959608937
87,302,0.0520912413598237,5,7,24,2,4,0,9.916666666666666,0.1441404498440097,0.6590509445724821,1.0,253785,2743737,-0.0349372687882374,-0.9151789240518546,0.7166613858607458,2.051217072136734
88,242,0.3005742388564125,5,5,25,11,4,0,7.0,1.378823101644593,2.8820227020752096,2.0,296020,2772501,1.0114776693137388,0.5454427808610621,-0.4384519028208025,2.472825741787824
89,813,-0.098406923871208,5,13,15,4,4,0,6.333333333333333,0.2423864868183694,0.0503984967225344,1.0,179652,2508174,-0.1226335734142477,-0.0671310416433036,0.6654179127953905,1.4188040676601
90,333,2.302810288903883,5,3,5,2,4,1,14.75,-0.0701623091702378,-0.8193256863726953,0.0,286697,2771590,0.2485198190674481,-0.0142346948532332,0.6803639257727858,1.2314224367040598
91,238,-0.7100130095945067,5,11,19,2,4,0,13.0,0.1682710554166594,0.5833555893830216,1.0,288210,2759821,-0.031542573125295,-0.0859007130849417,-0.4384519028208025,1.7701446257026745
92,236,0.4275195133294738,5,13,14,2,4,0,10.666666666666666,1.0702960732514275,0.3238286573048713,1.0,294710,2763389,0.7704542772448324,0.1069150026337027,1.446880877042057,2.2620214069622797
93,412,-0.6267367172716827,5,16,19,11,4,0,11.25,0.3009893860662337,0.4026136188285955,1.0,218184,2666510,-0.0906668559215408,-0.0483613702016657,0.5906878479084142,1.4656494753991098
94,221,0.4067064486392672,5,16,18,2,4,0,6.083333333333333,1.0059477917243618,0.822800080288458,1.0,314112,2773816,0.7263232336265819,0.1478670130518219,1.3251776285118386,1.9575262566587144
95,242,-0.0987433937391791,5,11,11,11,4,0,9.583333333333334,-0.2344802423554247,0.0967425917364897,1.0,296628,2772250,-0.6179762488985842,-0.672879529077983,0.4583088758229135,2.472825741787824
96,900,0.5298303867546575,5,2,14,11,4,0,4.25,-0.2408001628625474,-0.8193256863726953,0.0,196284,2509581,-0.421649683058419,-0.9390675967957576,1.0881765655845703,1.09088621348703
97,320,0.0734330444139846,5,9,13,11,4,0,2.75,-0.2884868357799267,0.9232122861520278,1.0,270814,2765975,-0.6312721402451082,-0.2189947469438289,-0.1971805504714216,1.7701446257026745
98,231,0.6982816227981427,5,2,4,2,4,1,48.25,-0.4574010747884757,-0.8193256863726953,0.0,303882,2762773,0.0408776010174749,0.6700051458828413,-0.4384519028208025,2.2620214069622797
99,241,1.88354479985001,5,3,14,2,4,0,6.916666666666667,2.576735306858282,2.1018971026736266,2.0,299303,2775866,2.165108412103644,1.5078150256868623,1.0454736713634414,2.1917532953537644
100,201,0.7602401456288039,5,7,7,2,4,2,27.0,0.6434141699066935,-0.8193256863726953,0.0,328334,2780576,0.9967673214409885,0.5352047782565322,0.3985248239133322,0.6927002477054454
101,115,-0.0181828939221209,5,8,12,2,4,0,11.166666666666666,0.2383647192229285,0.7625527567703156,1.0,311777,2772477,-0.1274427256034161,0.0181856467277779,1.1778526434489425,4.487178274565252
102,220,0.0748750581338604,5,3,4,2,1,1,46.16666666666666,-1.0204485381503057,-0.8193256863726953,0.0,296505,2768216,-0.492938291980208,-1.6420771089734696,-0.4384519028208025,2.051217072136734
103,300,0.550379082262887,5,7,15,11,4,0,3.1666666666666665,0.1441404498440097,1.252255360751111,0.0,242602,2747365,-0.0615290514812857,0.0164793129603563,-0.4384519028208025,1.395381363790595
104,104,-0.1562316740382253,5,6,7,2,4,2,42.083333333333336,-0.2028806398198122,-0.8193256863726953,0.0,304548,2772609,-0.0872721602585983,1.7159877453123014,-0.4384519028208025,3.128661450133964
105,251,9.033914031225876,5,4,6,2,4,2,5.166666666666667,4.7777912580207005,3.70231318382222,2.0,296647,2782805,3.910830656771741,2.0487228299595195,-0.4384519028208025,2.285444110831784
106,105,-0.2377294827732027,5,3,5,2,4,1,44.41666666666666,-0.947482183204436,-0.8193256863726953,0.0,307400,2772340,-0.6142986619303966,-0.1933997404325043,-0.4384519028208025,3.667383639132578
107,811,0.2560640820362478,5,3,15,2,0,0,7.916666666666667,0.9019563724707989,0.0164128270456338,1.0,182002,2514857,0.458990950169873,0.6717114796502629,0.607769005596866,1.2314224367040598
108,337,-0.2346291532754699,5,6,13,11,4,0,4.333333333333333,-0.5648397234095597,0.8042624422828756,1.0,269499,2772640,-0.8182632930121821,-0.0398297013645574,-0.4384519028208025,1.32511325218208
109,220,-1.25982880742113,5,6,14,2,4,0,14.583333333333334,-1.0267684586574282,-0.8193256863726953,0.0,295911,2766431,-1.1560355114749448,-1.2410886736293862,0.0974694196543705,2.5196711495268342
110,241,-1.1044037619805227,5,19,20,2,4,0,25.166666666666668,-0.5073859006175363,0.3639935396502993,1.0,299702,2772566,-0.4717214440868184,0.0096539778906696,-0.2249374317151558,2.707052780482874
111,110,-0.026306237877421,5,4,5,2,4,1,42.5,-0.8032730879964568,-0.8193256863726953,0.0,305922,2768388,-0.4459783353095057,0.2075886949115789,-0.4384519028208025,3.222352265611983
112,243,1.234830894401909,5,4,4,2,4,1,42.25,-0.3557078084465943,-0.8193256863726953,0.0,293017,2771071,0.2414475364363182,0.4533007574202938,-0.4384519028208025,1.2314224367040598
113,239,0.8107106258244545,5,7,7,2,4,2,23.666666666666668,0.2389392574508483,0.0859289695665669,1.0,285092,2760470,0.5783710809833452,0.2400090364925899,0.4540385864008007,1.32511325218208
114,235,0.7880710104224053,5,4,4,2,1,1,48.333333333333336,-0.4441866955463102,-0.8193256863726953,0.0,300963,2765174,0.2530460799513711,-0.4817701471267602,-0.4384519028208025,2.1917532953537644
115,105,0.2552950080523137,5,2,7,11,4,2,30.0,-0.1770264195634013,-0.8193256863726953,0.0,306993,2772025,-0.199862899746186,-0.5329601601494092,-0.4384519028208025,3.362888488829013
116,242,0.173028125333403,5,4,4,2,1,1,45.41666666666666,-0.4476339249138317,-0.8193256863726953,0.0,295644,2770077,0.208066362417385,-0.2428834196877318,-0.4384519028208025,1.6530311063551495
117,404,0.4188433974482212,5,7,7,2,4,2,39.0,0.8255427881574079,-0.8193256863726953,0.0,218854,2672799,1.1373643001478502,-0.5227221575448794,0.2042266552071939,0.9831417756873072
118,247,0.6928500377866104,5,2,5,2,4,1,26.916666666666668,-0.0477553182813487,-0.8193256863726953,0.0,296188,2775012,0.5908182984141338,0.4618324262574021,-0.2911269177579064,1.7232992179636646
119,114,0.7719444903217951,5,2,7,2,4,2,38.41666666666666,-0.0109848716944536,-0.8193256863726953,0.0,308662,2774358,-0.1642185952852913,1.396903330804456,-0.4384519028208025,2.847589003699904
120,103,-0.4943838913490871,5,12,12,2,4,0,15.0,0.1366714528810464,2.8248649848913314,2.0,302163,2771796,-0.0236216165784295,1.4054349996415645,-0.4384519028208025,4.393487459087233
121,708,-1.073496601251186,5,3,18,11,4,0,0.3333333333333333,-0.6676820662072815,-0.2987270190492629,1.0,164667,2542619,-1.0264712936726454,0.0062413103558264,-0.4384519028208025,1.311059629860377
122,236,-0.4251672327950516,5,11,13,11,4,0,6.916666666666667,-0.1873681076659656,-0.8193256863726953,0.0,292447,2761513,-0.3401769871478026,-0.3026051015474889,0.2106320893403634,2.0277943682672293
123,700,-1.1239190143228412,5,11,12,2,4,0,24.5,-0.3792638757913239,-0.8193256863726953,0.0,167101,2544149,-0.5922331401212714,0.1086213364011243,0.2277132470288151,0.7301765738966535
124,330,-1.0621287264261656,5,4,15,2,4,0,17.083333333333332,-0.6355079254437485,-0.8193256863726953,0.0,279821,2767120,-0.7874281407404558,-0.0773690442478334,-0.1117747620291633,1.6296084024856448
125,302,-0.663892604120481,5,12,29,2,4,0,6.916666666666667,0.4371549460833291,0.5725419672130986,1.0,252791,2746643,0.2949139931276597,-0.1814554040605529,-0.4384519028208025,2.308866814701289
126,236,-1.0467712803094888,5,6,12,2,4,0,26.83333333333333,-0.6682566044352019,-0.8193256863726953,0.0,294497,2763775,-0.2966117261400428,-0.4988334848009764,-0.4384519028208025,1.8544663596328923
127,330,-0.2041065295381001,5,5,10,2,4,2,27.0,-0.3022757532500125,-0.8193256863726953,0.0,279939,2768651,0.0765219054783692,-0.0671310416433036,-0.1651533798055749,1.0674635096175251
128,115,0.9276579385063776,5,2,4,2,4,1,48.41666666666666,-0.7038779745662562,-0.8193256863726953,0.0,308572,2771026,-0.2943485956980812,0.2690167105387576,-0.4384519028208025,2.988125226916934
129,104,-0.1994680520724997,5,12,20,2,5,0,9.333333333333334,1.5075196646987263,0.4257856663355733,1.0,304139,2770954,0.878801647153742,0.0693756597504267,2.866752109894608,4.206105828131193
130,237,-0.0539929012990352,5,6,15,2,4,0,12.916666666666666,0.7514273567556974,-0.1859563878486381,1.0,287784,2760092,0.3418739497983623,-0.3077241028497537,1.8333420697432776,1.7467219218331695
131,811,-0.5316599460078751,5,7,15,2,4,0,15.833333333333334,-0.1057836793012922,0.115280229742072,1.0,177731,2513203,-0.3930776612286541,0.0437806532391025,0.1081451432096525,1.0206181018785152
132,220,-0.5139952779393974,5,2,5,2,4,1,44.66666666666666,-1.0020633148568578,-0.8193256863726953,0.0,297872,2769359,-0.6066605966887763,-0.7718468875884376,-0.4384519028208025,2.1917532953537644
133,710,-0.2044910665300668,5,10,11,6,4,0,26.166666666666668,-0.1862190312101249,-0.8193256863726953,0.0,172950,2546076,-0.1537516169912194,-0.2104630781067206,-0.4384519028208025,0.9737726941395052
134,807,-1.1562681887720536,5,22,22,11,4,0,0.4166666666666667,-0.791207785210132,-0.8193256863726953,0.0,177081,2505340,-1.230153033449186,0.040367985704259,-0.0925584596296547,1.395381363790595
135,221,2.834216378240092,1,2,7,11,4,2,3.9166666666666665,1.404677321901004,-0.0608273313109585,1.0,314566,2774166,1.029299821544186,0.3543333989098391,0.8725269497678679,1.7467219218331695
136,406,-0.2134075180312985,5,14,15,11,4,0,4.0,0.2889240832799087,0.580265983048758,1.0,221146,2675178,-0.1444162039181276,0.7638535030910308,0.1359020244533868,1.395381363790595
137,247,-0.2882720636548477,5,2,7,2,4,2,30.08333333333333,-0.4930224449195303,0.8768681911380726,1.0,297183,2774751,-0.1172586386145891,-0.6097451796833826,-0.4384519028208025,1.6530311063551495
138,407,-0.3155020893985011,5,8,24,2,4,0,12.833333333333334,2.64453081775287,1.5349543403362391,3.0,213171,2673439,2.2655348254656875,1.9702314766581248,0.4903360464887598,1.8638354411806943
