,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積
24,404,-0.8065558281401879,5,7,21,2,4,0,26.33333333333333,0.3371852944252085,-0.8193256863726953,1.0,216648,2673261,0.0120226878824647,-0.3555014483375594,-0.1032341831849374
25,330,1.845403536959297,5,16,21,2,4,0,12.833333333333334,3.0185552041289427,3.22496900517848,3.0,279126,2764303,3.002749566934665,1.5504733698724031,0.942986725232731
26,104,-0.1961994876407814,5,2,7,2,4,2,8.666666666666666,-0.3327262793297849,0.6791333857451959,2.0,303387,2771521,-0.8210922060646341,-1.1557719852583048,2.0895594350700537
27,231,-0.1509923575226767,5,5,28,2,5,0,9.083333333333334,0.8019867208126781,0.4350544853383642,1.0,304982,2763282,0.3305582975885544,-0.3282001080588133,2.9265361618041887
28,104,-0.9478731726880107,5,4,14,2,4,0,6.833333333333333,-0.5062368241616959,-0.4315800914226018,1.0,304188,2773109,-0.8063818581918839,-0.746251881077113,-0.4384519028208025
29,407,-0.5972475367002237,5,3,6,2,4,2,30.166666666666668,-0.752139185711556,-0.8193256863726953,0.0,214065,2673780,-1.0145898588523474,-0.2753037612687428,-0.1096396173181065
30,807,-1.277205072745633,5,3,15,2,4,0,8.5,-0.8199346966061436,-0.8193256863726953,0.0,180335,2507165,-1.046273685039809,-0.9441865980980224,-0.2633700365141722
31,220,-0.3415304370422584,5,6,7,2,4,2,24.416666666666668,-0.3367480469252267,-0.4176768629184151,1.0,296134,2767538,-0.3792159872716397,0.0011223090535617,-0.4384519028208025
32,709,-0.6789376139311846,5,19,19,10,4,0,0.4166666666666667,-0.1258925172785005,0.2713053496223885,1.0,166236,2546978,-0.6411733359286902,-0.1643920663863366,0.5501200983983412
33,260,-0.03397294415476,5,2,8,2,4,2,27.416666666666668,-0.0971656058824887,-0.8193256863726953,0.0,327532,2738646,-0.2032575954091285,-0.1609793988514934,-0.4384519028208025
34,239,-0.3492692440055915,5,5,12,10,4,0,11.916666666666666,0.1918271227613892,0.0318608587169522,1.0,284896,2760936,0.1274423404225046,-0.1046703845265796,-0.4384519028208025
35,106,0.0374307685410869,5,3,7,2,4,2,44.75,-0.0535007005605511,-0.8193256863726953,0.0,305468,2768354,0.3792156020907278,-0.4493498055457491,-0.4384519028208025
36,704,-0.6002757655119626,5,21,24,10,4,0,1.6666666666666667,0.0993264680662315,0.7393807092633382,1.0,168055,2546264,-0.098304921163161,-0.4237547990344247,0.1060099984985963
37,235,2.0210648416021604,5,21,23,10,4,0,5.166666666666667,1.731015035359697,4.24608389865263,3.0,299192,2767328,1.438360648928738,1.2416269579690875,-0.4384519028208025
38,106,-1.4615184597077506,5,2,13,0,4,0,12.166666666666666,-1.5771760810050126,-0.2894582000464719,1.0,303077,2769690,-1.7899949265294264,-1.3332306970701542,-0.212126563448817
39,244,-0.1646193871755026,5,6,12,2,4,0,12.916666666666666,0.2561754042884555,0.649782125569691,1.0,287276,2774431,-0.0281478774623525,0.1035023350988595,0.0569016701442977
40,407,-0.2723378120502206,5,13,25,2,4,0,13.5,1.2748316823910313,1.0560653585253668,2.0,210974,2676126,0.8966237993841896,1.5726557088488842,0.0633071042774673
41,111,0.3656811583088022,5,4,4,2,1,1,51.41666666666666,-0.9147335042129824,-0.8193256863726953,0.0,301029,2775474,-0.3209403783911295,-1.6420771089734696,-0.4384519028208025
42,241,-0.1359473477119731,5,5,5,2,4,1,38.66666666666666,-0.8044221644522972,-0.8193256863726953,0.0,299448,2775054,-0.4244785961108707,0.0659629922155835,-0.4384519028208025
43,104,-1.3725942803154132,5,7,12,5,4,0,43.25,-1.5162750288454678,-0.8193256863726953,0.0,304539,2771125,-1.4776829255387316,-1.1608909865605694,-0.4384519028208025
44,302,-0.2820954382213796,5,12,14,2,4,0,6.416666666666667,-0.2356293188112651,0.4937570056893744,1.0,253354,2746231,-0.6083579445202475,-0.9305359279586491,0.74441826710448
45,247,0.4398727641964092,5,4,5,2,4,1,36.0,-0.406841710731495,-0.8193256863726953,0.0,298345,2775279,0.2372041668576401,-0.019353696155498,-0.4384519028208025
46,813,-0.1309964339403997,5,13,15,2,4,0,15.75,1.4471931507671014,0.0519432998896662,1.0,178908,2507162,1.2878624745382936,0.5949264601162892,-0.4384519028208025
47,813,-0.1324865147842714,5,8,19,2,4,0,25.08333333333333,1.0559326175534214,-0.025296858466926,1.0,179253,2506795,0.9022816254890936,1.1733736072722225,1.2653935766022577
48,220,0.4040146896954988,5,9,10,2,4,2,22.5,0.400384499496434,3.4566894802482566,2.0,297028,2766274,0.5577200157004459,0.623934134162457,1.404177982820928
49,114,0.6816744314575736,5,5,7,2,4,2,37.91666666666666,-0.0644169268910355,-0.8193256863726953,0.0,308605,2774155,-0.164784377895782,1.3644829892234454,-0.4384519028208025
50,241,-0.2557546542716496,5,4,7,2,4,2,28.916666666666668,0.2366411045391675,-0.8193256863726953,0.0,299902,2774746,0.7294350379842794,0.0011223090535617,-0.4384519028208025
51,320,-0.0086175362469452,5,3,15,10,4,0,5.833333333333333,0.0688759419864591,0.6327892907312408,1.0,270204,2766571,-0.2264546824392343,0.0625503246807403,-0.4384519028208025
52,231,0.6528101234980604,5,2,11,2,4,0,25.83333333333333,0.7807288063796296,-0.8193256863726953,0.0,303884,2764816,0.7161391466377549,0.6034581289533976,-0.4384519028208025
53,406,-0.8208317639669578,5,8,14,10,4,0,1.9166666666666667,-0.686067289500729,-0.0546481186424311,1.0,222063,2673015,-0.9826231413596404,-0.3537951145701378,-0.4384519028208025
54,237,1.919450941474916,1,3,12,2,4,0,27.58333333333333,-0.0672896180306364,-0.8193256863726953,1.0,286222,2755755,-0.3531899871890817,-0.0585993728061956,-0.2697754706473415
55,111,2.595587141162655,5,3,15,2,4,0,15.583333333333334,1.701139047507845,2.2610118288882077,2.0,303215,2779248,1.3283159311883568,0.8338131875553177,1.5088000736626943
56,220,-0.2410220807669191,5,3,7,2,4,2,29.0,-0.521749356315542,-0.8193256863726953,0.0,298672,2767958,-0.1599752257066136,-0.0688373754107252,-0.3039377860242453
57,830,0.2336648022541776,5,14,15,10,4,0,7.083333333333333,-0.0477553182813487,0.0581225125581935,1.0,185070,2505127,-0.3616767263464375,-0.2872480976406941,0.2298483917398714
58,302,0.0543744297496268,5,9,11,2,4,0,19.58333333333333,0.1516094468069726,1.1518431548875412,2.0,251344,2746238,0.4389056674974639,0.1478670130518219,-0.4384519028208025
59,115,3.450436907866993,5,2,9,2,4,2,18.0,0.9295342074109698,-0.8193256863726953,0.0,312208,2769854,0.4671947980219835,0.1427480117495571,-0.4384519028208025
60,330,-0.0985511252431955,5,9,13,2,4,0,25.916666666666668,-0.355133270218674,0.901585041812182,1.0,282079,2766310,-0.3766699655244329,-0.1046703845265796,0.8383646343909644
61,338,0.4821237661887686,5,12,12,2,4,0,10.166666666666666,0.3412070620206503,0.265126136953861,1.0,280010,2772202,0.2751116017604963,0.4771894301641968,-0.0199635394537349
62,106,1.5289055590085687,5,3,4,2,4,1,44.833333333333336,-0.2005824869081308,-0.8193256863726953,0.0,303794,2768204,0.4649316675800219,0.6307594692321437,-0.4384519028208025
63,241,0.333836688661546,5,4,5,2,4,1,38.083333333333336,-0.7636299502699608,-0.8193256863726953,0.0,299720,2772172,-0.1834552040419648,-0.98343227474872,-0.4384519028208025
64,334,0.2843035173838146,5,5,14,10,4,0,3.75,-0.2046042545035724,1.074602996530949,1.0,279154,2757586,-0.3500781828313846,-0.4476434717783275,-0.4384519028208025
65,241,-1.1689098423829645,5,9,13,10,4,0,3.583333333333333,-1.0738805933468871,-0.8193256863726953,0.0,299003,2773927,-1.397624686154341,-1.051685625445585,0.0398205124558459
66,804,-0.6624025232766094,5,3,12,2,4,0,39.833333333333336,-1.0451536819508755,-0.8193256863726953,0.0,176576,2507781,-0.7294354231651909,-0.4578814743828572,-0.4384519028208025
67,234,-0.0099393821568311,5,4,5,2,1,1,44.91666666666666,-0.5372618884693883,-0.8193256863726953,0.0,302536,2766047,-0.076805181964526,0.5932201263488677,-0.4384519028208025
68,241,0.5069985028566248,5,5,5,2,4,1,36.833333333333336,-0.2321820894437439,-0.8193256863726953,0.0,300420,2773104,0.1811916884190914,0.1478670130518219,-0.4384519028208025
69,220,-0.9001184849981257,5,5,29,2,5,0,13.833333333333334,0.5940038823055531,-0.0778201661494089,1.0,297369,2767226,0.3877023412480836,0.2383027027251683,1.1180685915393611
70,408,-1.45096772599066,5,2,24,10,4,0,0.6666666666666666,-0.8854320545890503,-0.3697879647373278,1.0,213542,2671036,-1.277961664035624,-0.8827585824708436,0.6376610315516564
71,302,-0.8266719195324544,5,18,27,2,4,0,6.416666666666667,0.0786430918611028,0.5725419672130986,1.0,252813,2746468,-0.2903881174246485,-0.5653805017304202,1.2440421294916928
72,244,-0.2432572020327264,5,6,10,10,4,2,3.4166666666666665,-1.048600911318397,0.9293914988205552,1.0,288351,2775950,-1.2281727943124696,-1.0602172942826933,-0.4384519028208025
73,104,-0.851282287018334,5,6,7,2,4,2,36.25,-0.938289571557712,-0.8193256863726953,0.0,304158,2772746,-1.1396278157707236,0.5915137925814461,-0.4384519028208025
74,300,-0.6593983280268683,5,5,8,2,4,2,26.75,-0.5206002798597016,-0.8193256863726953,1.0,252288,2741937,-0.8677692714300912,-0.997082944888093,-0.4384519028208025
75,806,-0.4945040591590771,5,14,15,2,4,0,16.5,0.639966940539172,-0.8193256863726953,0.0,179451,2500781,0.5087798198930271,-0.3316127755936566,0.1487128927197257
76,220,-1.0137010990003386,5,4,12,5,4,0,27.0,-0.3608786524978764,-0.8193256863726953,0.0,296755,2765418,-0.1265940516876804,-1.089224968328861,0.159388616275008
77,300,0.6621351455532571,1,9,12,10,4,0,0.1666666666666666,0.1372459911089667,0.8166208676199306,1.0,246792,2746447,-0.1995800084409407,-0.1370907261075905,-0.4384519028208025
78,801,-1.0963525187112166,5,20,22,2,4,0,20.0,-0.3924782550334894,0.9664667748317196,1.0,177205,2502713,-0.5325430747145354,-0.5022461523358198,-0.4384519028208025
79,300,0.8018903085712145,5,4,5,2,4,1,41.75,-0.6889399806403302,-0.8193256863726953,0.0,246510,2746030,0.0465354271223789,-1.6420771089734696,-0.4384519028208025
80,807,-1.0035829693992104,5,3,15,10,4,0,1.0833333333333333,0.1113917708525565,0.547825116538989,1.0,179955,2505945,-0.1639357039800464,-0.3264937742913917,0.0376853677447893
81,108,-0.6895123812102734,5,4,11,5,4,0,33.666666666666664,0.0619814832514161,-0.8193256863726953,0.0,300841,2770352,0.3611105585550354,-1.343468699674684,0.1657940504081774
82,241,2.2922835887487896,0,2,4,2,1,1,46.91666666666666,0.6796100782656683,-0.8193256863726953,0.0,299522,2771770,2.0301692595016854,-0.1678047339211798,-0.4384519028208025
83,241,-0.2153782701151288,5,2,10,2,4,2,5.916666666666667,-0.4505066160534329,1.222904100575606,1.0,298850,2775350,-0.6960542491462579,-0.9202979253541196,0.6782287810617295
84,350,0.4506638335334794,1,4,5,2,4,1,7.75,-0.7130705862129799,-0.8193256863726953,0.0,236045,2731424,-0.4731359006130442,-0.4800638133593386,-0.4384519028208025
85,201,0.9816132851917282,5,4,5,2,4,1,23.25,0.372232126328343,-0.8193256863726953,0.0,326743,2780046,0.7543294728458565,0.4618324262574021,-0.4384519028208025
86,704,4.280652273523455,0,2,5,9,4,1,25.666666666666668,2.036094834385341,-0.8193256863726953,0.0,169129,2546315,1.922670563508512,1.3354753151772774,-0.4384519028208025
87,804,0.6089248392898423,5,3,5,4,4,1,42.5,-0.5183021269480205,-0.8193256863726953,0.0,177271,2507847,0.3246175801784055,-1.6420771089734696,-0.4384519028208025
88,241,0.3161720205930683,5,10,13,10,4,0,1.5833333333333333,0.4503693253254948,1.626097727197018,1.0,298031,2771873,0.0618115576056192,-0.3043114353149105,1.2974207472681047
89,105,0.2311893453683912,0,6,7,2,4,2,42.0,-0.0328173243554227,-0.8193256863726953,0.0,306011,2772210,0.1687444709883029,0.7433774978819714,-0.4384519028208025
90,300,-0.4250710985470597,5,7,27,10,4,0,4.0,1.2575955355534238,0.5679075577117032,1.0,246545,2744580,0.9778136039895602,1.3559513203863371,-0.4384519028208025
91,221,-0.3607813202025997,5,3,7,2,4,2,10.083333333333334,-0.0919947618312064,-0.8193256863726953,0.0,314245,2773474,-0.5082144224634483,-0.3401444444307647,0.9600678829211828
92,106,0.6688164757886816,5,9,14,2,4,0,25.58333333333333,1.2070361714964437,1.1580223675560688,1.0,303709,2769510,1.1096409522338213,1.1716672735048006,2.1109108821806184
93,320,-0.1901670635793013,5,5,18,10,4,0,6.916666666666667,0.737063901057692,0.6930366142493826,1.0,266744,2761308,0.6165614071914464,0.3406827287704661,-0.4384519028208025
94,242,-0.6828791180988448,5,8,8,2,4,2,27.08333333333333,-0.4143107076944582,1.3078682747678578,1.0,296198,2770955,-0.0906668559215408,0.7433774978819714,-0.4384519028208025
95,402,-0.3899340309060876,5,15,15,10,4,0,11.0,0.4653073192514206,0.1369074740819178,1.0,215417,2667443,-0.0239045078836748,-0.6797048641476695,2.723697414253824
96,251,0.4724863078275988,5,7,8,2,4,2,11.916666666666666,0.083239397684465,0.5416459038704619,1.0,295603,2785061,-0.2810527043515571,-0.0517740377365089,-0.0925584596296551
97,242,-0.6954967381477578,5,10,19,10,4,0,1.3333333333333333,-0.229883936532063,0.9571979558289284,1.0,296453,2771657,-0.5067999659372224,-0.7786722226581242,0.3921193897801628
98,701,0.6286563936901423,5,9,18,2,4,0,8.666666666666666,2.32623663948506,1.6848002475480284,2.0,170991,2542638,2.343612825713361,1.258690295643304,-0.4384519028208025
99,238,-0.4943598577870894,5,11,27,2,4,0,13.416666666666666,0.6037710321801973,1.040617326854048,1.0,288329,2760015,0.3840247542798962,0.5488554483959053,0.1956860763629681
100,830,-0.4184859025596273,5,5,14,10,4,0,12.416666666666666,0.5313792154622474,0.0210472365470293,1.0,182711,2504131,0.1766654275351684,0.3526270651424176,-0.0626664336748644
101,324,-0.3895014267901248,5,6,12,2,4,0,9.75,-0.4235033193411818,0.7610079536031839,1.0,272283,2759430,-0.642587792454916,-0.2070504105718774,-0.2270725764262122
102,800,-0.3607092195166058,5,8,15,2,4,0,5.75,1.7103316591545683,1.9535959986289693,2.0,177906,2503632,0.8663544297229535,2.43606059516423,0.9536624487880142
103,330,1.4598331018265205,5,21,24,2,4,0,3.1666666666666665,2.57041538635116,2.692011912517992,3.0,279786,2765452,2.3181526082412938,1.3849589944325045,0.4476331522676314
104,104,0.7328178513891663,5,8,9,2,4,2,23.58333333333333,0.7112096808012808,-0.8193256863726953,0.0,304333,2775182,0.0536077097535087,0.1854063559350979,0.3857139556469933
105,111,1.1769100099869,5,3,4,2,4,1,44.583333333333336,-0.4372922368112676,-0.8193256863726953,0.0,303199,2778449,0.0991532098979851,0.5113161055126293,-0.4384519028208025
106,114,-0.8516908575722988,5,3,6,2,4,2,29.5,-1.482377273398174,-0.8193256863726953,0.0,310436,2775851,-1.6199772520770646,-1.2359696723271214,-0.4384519028208025
107,407,-0.6216175685661237,5,13,15,2,4,0,15.0,0.1148390002200776,1.8068396977514445,2.0,210800,2675550,-0.2377703346490423,1.7688840921023716,-0.2163968528709294
108,411,-0.9790447025993247,5,6,14,10,4,0,25.0,-0.4125870930106974,-0.8193256863726953,1.0,221677,2669591,-0.6912450969570896,-0.3913344574534136,-0.4384519028208025
109,244,0.1698316615876782,5,13,15,10,4,0,10.166666666666666,1.0995975228753596,1.6631730032081824,2.0,286274,2773404,0.8920975385002665,0.3662777352817906,-0.1181801961623325
110,238,2.0068369728993862,4,4,5,2,4,1,18.75,0.4245151050690842,1.0854166187008718,1.0,289462,2761583,0.7186851683849618,0.0233046480300427,-0.4384519028208025
111,251,-0.7191457631537198,5,5,19,2,4,0,13.5,-0.6659584515235207,-0.8193256863726953,0.0,295516,2785944,-0.9150121194060388,-0.9424802643306008,0.4604440205339699
112,302,-0.0320742927569238,1,5,5,2,4,1,6.916666666666667,-0.7515646474836357,-0.8193256863726953,0.0,246076,2748487,-0.5769570096380309,-0.765021552518751,-0.4384519028208025
113,242,-0.4587180853441606,5,7,7,2,4,2,26.83333333333333,-0.5102585917571375,-0.8193256863726953,0.0,296207,2770411,-0.4575768788245586,-0.0039966922487033,-0.4384519028208025
114,235,-0.1448157320892091,5,6,14,2,4,0,21.25,0.4492202488696541,1.236807329079793,1.0,300410,2765745,0.5348058199755851,0.8525828589969556,-0.4384519028208025
115,247,0.2358999235199854,5,3,4,2,4,1,42.083333333333336,-0.8417671492671126,-0.8193256863726953,0.0,297075,2775056,-0.4850173354333424,0.0642566584481619,-0.4384519028208025
116,408,-0.7226546632054174,5,12,16,2,4,0,26.5,0.4658818574793409,-0.8193256863726953,1.0,213000,2670202,0.3000060366220733,0.8952412031824964,0.0569016701442981
117,235,-0.0355110921226275,5,2,5,10,4,1,40.91666666666666,-0.4476339249138317,-0.8193256863726953,0.0,301565,2764757,0.0728443185101818,0.5693314536049651,-0.4384519028208025
118,108,0.2748102603946325,5,3,4,2,4,1,34.333333333333336,-0.2712506889423198,-0.8193256863726953,0.0,300961,2771080,0.0041017313355996,0.1188593390056542,-0.1480722221171232
119,100,1.2380994588336274,5,2,4,4,4,1,47.16666666666666,-0.3557078084465943,-0.8193256863726953,0.0,302096,2769244,0.4578593849488921,-0.8503382408898327,-0.4384519028208025
120,242,-0.3693372682738624,5,3,4,2,1,1,47.66666666666666,-1.10490565765458,-0.8193256863726953,0.0,295794,2770319,-0.7254749448917581,-1.0687489631198015,-0.4384519028208025
121,115,1.1584041672484948,5,2,4,2,4,1,47.75,-0.7992513204010152,-0.8193256863726953,0.0,309918,2771470,-0.272283073888956,-0.797441894099762,-0.4384519028208025
122,247,-0.5468491571905664,5,16,16,2,4,0,28.33333333333333,-0.2879122975520066,1.150298351720409,1.0,298070,2775911,-0.9393407716571256,4.737904847416011,1.5899355726828406
123,813,-0.3895975610381165,5,15,15,2,4,0,17.0,0.321098224043442,0.1353626709147859,1.0,178552,2508259,0.048515666259095,-0.0859007130849417,0.6547421892401084
124,420,-0.3127862968927353,5,10,12,10,4,0,5.0,-0.1080818322129731,-0.2446589081996483,1.0,221842,2683326,-0.4790766180231935,-0.2821290963384293,0.7294722541270845
125,406,-0.4759501492966758,5,5,15,10,4,0,0.25,-0.2086260220990141,0.3006566097978936,1.0,220156,2675467,-0.4646491614556884,-0.292367098942959,-0.4384519028208025
126,221,-0.5220945883326995,5,2,15,10,4,0,5.5,-0.3034248297058531,0.1060114107392809,1.0,314465,2772836,-0.6290090098031468,-1.205255664513532,1.3678805227329678
127,338,-0.4612416093539429,5,9,14,2,4,0,17.166666666666668,0.1177116913596788,0.5401011007033298,1.0,280157,2771420,0.0686009489315037,-0.027885364992606,0.0312799336116199
128,242,-0.0517818135952257,0,2,5,2,4,1,40.833333333333336,-0.7682262560933225,-0.8193256863726953,0.0,294870,2769135,-0.4278732917738132,0.4430627548157643,-0.4384519028208025
129,111,-0.5407205988810944,5,2,5,2,4,1,27.0,-1.2749689731189695,-0.8193256863726953,0.0,303077,2777766,-1.4242164688473895,-0.9936702773532496,-0.148072222117123
130,324,0.5652558571396049,5,4,16,2,4,0,29.25,0.9754972656445888,1.0823270123666082,1.0,271804,2759502,1.2655140614239235,1.4088476671764074,-0.4384519028208025
131,333,-0.2110762625174993,5,15,15,10,4,0,0.1666666666666666,0.0453198746417293,0.7192982680906242,1.0,288745,2771853,-0.189678812757359,-0.1200273884333742,-0.2163968528709298
132,220,0.2566408875241981,5,4,5,2,4,1,44.0,-0.6757256013981647,-0.8193256863726953,0.0,297727,2769465,-0.2765264434676337,0.4362374197460776,-0.4384519028208025
133,302,-1.075275084839033,5,14,27,2,4,0,5.583333333333333,-0.6975580540591338,0.5725419672130986,1.0,252707,2746505,-0.9498077499511978,-0.5926818420091662,-0.1715588139387442
134,221,-0.525002649334449,5,5,15,2,4,0,9.25,-0.0293700949879012,0.275939759123784,1.0,316931,2773296,0.0895349055196484,-0.2189947469438289,-0.4384519028208025
135,330,-0.2659929516827675,5,3,7,2,4,2,27.916666666666668,-0.2488436980534306,-0.8193256863726953,0.0,279730,2767859,-0.286993421761706,0.1632240169586165,0.1273614456091611
136,104,-0.0279885872172757,5,5,14,5,5,0,14.666666666666666,1.9114200389266505,1.3866532362915818,2.0,302806,2772372,1.958880650579896,0.3031433858871904,-0.0050175264763399
137,220,-1.1572535648139688,5,7,31,2,0,0,21.5,0.3371852944252085,0.9927284286729608,2.0,297194,2768564,0.3851563195008772,1.1426595994586333,-0.4384519028208025
138,220,-0.4965469119289008,5,4,5,2,4,1,27.5,-0.8285527700249471,-0.8193256863726953,0.0,296358,2766276,-0.6773834230000749,-0.459587808150279,0.0547665254332413
139,411,0.3573895794195169,5,2,5,10,4,1,30.0,-0.3200864383155399,-0.8193256863726953,0.0,222063,2672426,-0.0386148557564248,0.3679840690492122,-0.4384519028208025
140,812,-1.107407957230264,5,2,15,10,4,0,0.3333333333333333,-0.8216583112899043,-0.8193256863726953,0.0,181863,2496272,-1.0326949023880398,-1.051685625445585,-0.4384519028208025
141,804,-0.4108912969682817,5,15,15,2,4,0,15.75,0.860589620060542,0.1863411754301368,1.0,177161,2506726,0.7311323858157502,0.3526270651424176,0.0782531172548623
142,106,0.6802804848616936,5,5,7,2,4,2,39.25,0.7692380418212249,-0.8193256863726953,0.0,304995,2770748,1.3000268006638371,2.1835231975858287,-0.4384519028208025
143,300,0.0564172825194508,5,4,8,2,4,2,25.416666666666668,0.0068258133710737,0.1724379469259503,1.0,248409,2743677,0.5079311459772915,0.3253257248636714,-0.4384519028208025
144,300,-0.8268882215904358,5,9,11,10,4,0,6.666666666666667,-0.2046042545035724,-0.8193256863726953,0.0,246100,2744763,-0.703692314387878,0.2314773676554819,-0.4384519028208025
145,709,-0.6789376139311846,5,7,19,10,4,0,1.3333333333333333,-0.1258925172785005,0.2713053496223885,1.0,166171,2546943,-0.6411733359286902,-0.1643920663863366,0.5501200983983412
146,105,-0.526012058938362,5,8,23,10,0,0,0.4166666666666667,1.2731080677072704,0.8923162228093907,1.0,305419,2771100,0.8259009730728908,0.5846884575117597,0.1743346292524031
147,106,0.366137795986763,0,5,5,2,4,1,39.583333333333336,-0.396500022628931,-0.8193256863726953,0.0,303752,2769414,0.0219238835660468,1.3781336593628182,-0.4384519028208025
148,108,0.402043937611669,5,2,4,2,4,1,43.41666666666666,-0.7389248064693908,-0.8193256863726953,0.0,299805,2768396,-0.3599793785149663,0.3236193910962499,-0.4384519028208025
149,105,1.1290591880490228,0,4,4,2,1,1,50.833333333333336,-0.3855837962984463,-0.8193256863726953,0.0,305118,2773101,0.1322514926116726,0.8201625174159447,-0.4384519028208025
150,115,1.5613268341437752,5,6,10,10,4,2,17.416666666666668,0.3590177470861773,-0.8193256863726953,0.0,310455,2772232,-0.2700199434469945,-0.1234400559682174,-0.4384519028208025
151,235,0.2470755298490224,5,22,23,10,4,0,0.75,0.0292328042599629,0.6575061414053504,1.0,299136,2767041,-0.2793553565200859,-0.2650657586642129,-0.051990710119582
